 X== 8401.877172   Y== 3943.829268
 X== 1277.757944   Y== 3535.161327
 X== 2920.411240   Y== 4998.097650
 X== 7981.982980   Y== 2860.765784
 X== 918.911435   Y== 8916.069669
 X== 9790.940559   Y== 8180.412086
 X== 9164.755842   Y== 8531.670491
 X== 3368.803967   Y== 2531.674114
 X== 8460.101005   Y== 7967.931478
 X== 6288.916825   Y== 6740.580442
 X== 254.370864   Y== 4760.303546
 X== 1860.503457   Y== 6375.933237
 X== 652.906574   Y== 4135.329912
 X== 256.125010   Y== 1003.440638
 X== 3032.542273   Y== 2784.457464
 X== 8551.188022   Y== 5738.505184
 X== 7159.389913   Y== 9828.945966
 X== 9273.666516   Y== 79.801148
 X== 4827.043612   Y== 7255.649491
 X== 2940.566932   Y== 5745.955052
 X== 6171.719155   Y== 2731.507487
 X== 3926.367133   Y== 5336.474993
 X== 1263.177978   Y== 7295.171100
 X== 7868.149112   Y== 9723.278982
 X== 5263.102574   Y== 4157.065933
 X== 6463.859424   Y== 5517.473442
 X== 8917.369479   Y== 8324.362882
 X== 1893.406674   Y== 9570.276052
 X== 2459.692789   Y== 2149.531684
 X== 573.716690   Y== 5492.235066
 X== 4933.989148   Y== 9124.904712
 X== 1230.740245   Y== 2093.379061
 X== 8953.850679   Y== 504.406756
 X== 2173.180209   Y== 3780.894286
 X== 7760.056247   Y== 5113.747146
 X== 9526.849338   Y== 3931.775398
 X== 7845.254633   Y== 3453.216466
 X== 9268.250395   Y== 9108.432610
 X== 748.387562   Y== 7136.399502
 X== 8831.711593   Y== 6011.490140
 X== 1293.465431   Y== 5295.571012
 X== 1528.963578   Y== 210.834905
 X== 3619.933889   Y== 3422.370252
 X== 9781.110957   Y== 6079.626682
 X== 5571.901936   Y== 354.827643
 X== 1571.861744   Y== 505.891079
 X== 9479.732360   Y== 2802.601989
 X== 2599.270140   Y== 8433.583033
 X== 3307.008749   Y== 4772.450353
 X== 2214.477315   Y== 1067.064992
 X== 9886.197499   Y== 1741.326652
 X== 4998.840394   Y== 7731.452127
 X== 5194.543118   Y== 4267.090785
 X== 6839.884737   Y== 5942.930684
 X== 1403.490282   Y== 5671.596325
 X== 1954.420820   Y== 2696.955713
 X== 967.167332   Y== 3483.384398
 X== 2907.790618   Y== 4587.101221
 X== 6905.754650   Y== 2688.901570
 X== 666.727899   Y== 2477.656581
 X== 3043.729217   Y== 2238.589643
 X== 2983.547660   Y== 2523.461572
 X== 5041.191636   Y== 5582.817805
 X== 957.044601   Y== 8348.200386
 X== 355.268154   Y== 3171.521916
 X== 9415.265377   Y== 241.465648
 X== 4912.848568   Y== 4414.105767
 X== 7972.917775   Y== 107.391686
 X== 8681.196551   Y== 4812.802507
 X== 6050.322371   Y== 84.686829
 X== 484.398827   Y== 8004.743190
 X== 2781.642542   Y== 1451.566159
 X== 1488.127583   Y== 5689.433159
 X== 6038.667385   Y== 8393.882233
 X== 8378.334734   Y== 6705.395284
 X== 871.538809   Y== 1422.063946
 X== 8943.984932   Y== 3855.086469
 X== 3945.525519   Y== 3985.176563
 X== 9437.904274   Y== 4902.570120
 X== 2333.376944   Y== 9793.172427
 X== 8074.092035   Y== 1748.642317
 X== 34.638071   Y== 2986.940603
 X== 6162.748088   Y== 8007.555850
 X== 3094.332289   Y== 4843.944635
 X== 2820.358352   Y== 9144.654660
 X== 4928.631468   Y== 3304.757184
 X== 7149.397846   Y== 7710.274010
 X== 4756.323343   Y== 8637.525429
 X== 3399.707169   Y== 794.990724
 X== 7031.407658   Y== 1778.041898
 X== 7500.386013   Y== 7902.946467
 X== 3200.105845   Y== 6444.370941
 X== 1758.032931   Y== 7145.631363
 X== 429.547499   Y== 1195.937205
 X== 2048.201478   Y== 2762.924443
 X== 989.109627   Y== 122.293509
 X== 4511.566760   Y== 1023.747703
 X== 3109.234112   Y== 674.314844
 X== 9031.303552   Y== 6203.566401
 X== 5518.259483   Y== 1851.661900
 X== 5348.221057   Y== 446.890947
 X== 5156.419084   Y== 2497.618898
 X== 8157.164957   Y== 9912.742432
 X== 1135.144323   Y== 1556.872121
 X== 707.733152   Y== 8166.551980
 X== 3334.914019   Y== 8208.119165
 X== 6069.498442   Y== 6535.019864
 X== 4652.490101   Y== 7827.531378
 X== 3680.651222   Y== 5082.037600
 X== 9023.468582   Y== 5728.852700
 X== 7844.962044   Y== 12.578205
 X== 5851.146214   Y== 2356.528804
 X== 1036.325908   Y== 8960.380326
 X== 3030.843648   Y== 67.629456
 X== 5163.946727   Y== 8549.103131
 X== 1919.291360   Y== 512.167779
 X== 8995.994078   Y== 7075.710444
 X== 3009.786682   Y== 7153.159034
 X== 6988.452872   Y== 4144.931004
 X== 8710.031155   Y== 7696.186028
 X== 2311.482985   Y== 2044.945174
 X== 5904.305189   Y== 8380.981427
 X== 8579.965038   Y== 556.795290
 X== 6208.512800   Y== 2260.616260
 X== 5638.832890   Y== 5231.981378
 X== 7989.468960   Y== 3483.794934
 X== 5244.559588   Y== 3840.615169
 X== 5840.323738   Y== 6280.885495
 X== 2800.995495   Y== 8871.167385
 X== 6348.514956   Y== 7964.942222
 X== 7420.270516   Y== 8267.806316
 X== 8477.110001   Y== 6416.264589
 X== 5343.516756   Y== 1486.896678
 X== 3569.423619   Y== 2331.969627
 X== 5631.827687   Y== 2279.454773
 X== 28.155651   Y== 7943.310671
 X== 4324.399947   Y== 5932.460840
 X== 6324.292094   Y== 2904.364980
 X== 6489.256130   Y== 2532.804894
 X== 5164.981240   Y== 2128.089020
 X== 7764.786271   Y== 3154.450200
 X== 5611.883954   Y== 3009.345854
 X== 6995.065369   Y== 1452.207687
 X== 9290.231354   Y== 9796.060864
 X== 323.375068   Y== 5638.746305
 X== 7761.003081   Y== 7743.645584
 X== 3906.552616   Y== 6238.113081
 X== 4159.910173   Y== 9250.069372
 X== 7725.009759   Y== 7729.333792
 X== 1582.038995   Y== 3356.837441
 X== 8.788561   Y== 1610.194646
 X== 1300.148108   Y== 4333.188508
 X== 7542.655490   Y== 7624.440206
 X== 7237.553493   Y== 4031.911615
 X== 157.245095   Y== 2402.534728
 X== 6160.000635   Y== 7922.031366
 X== 5556.984928   Y== 1771.884585
 X== 931.377220   Y== 2552.050297
 X== 3224.092272   Y== 221.608570
 X== 2348.111157   Y== 3547.467344
 X== 5860.354875   Y== 109.114237
 X== 1291.112924   Y== 9766.907492
 X== 6347.227318   Y== 5451.023097
 X== 9016.976859   Y== 4072.237073
 X== 3180.356889   Y== 599.015854
 X== 7429.074518   Y== 3189.145449
 X== 2209.210499   Y== 8729.222626
 X== 7522.333962   Y== 9751.865989
 X== 6353.662827   Y== 4759.887450
 X== 3783.777605   Y== 6510.907922
 X== 7162.422178   Y== 9943.778240
 X== 4432.939288   Y== 2719.407106
 X== 1715.662825   Y== 5364.316509
 X== 5271.457404   Y== 4939.755097
 X== 5585.925079   Y== 7619.568560
 X== 8487.222441   Y== 1446.279949
 X== 7728.682797   Y== 9778.335369
 X== 1213.187436   Y== 4075.910111
 X== 5229.358461   Y== 230.164291
 X== 8148.147188   Y== 8409.715350
 X== 829.180144   Y== 5577.221702
 X== 1598.860799   Y== 3038.390648
 X== 4306.444323   Y== 9121.194761
 X== 2790.256633   Y== 660.107150
 X== 3881.082206   Y== 6574.034238
 X== 7171.015072   Y== 1043.504379
 X== 6517.812478   Y== 1603.954356
 X== 3762.911485   Y== 8233.475302
 X== 6968.270865   Y== 9034.368889
 X== 3173.230394   Y== 2554.195939
 X== 6653.937449   Y== 1660.452835
 X== 4000.475888   Y== 4382.620242
 X== 1438.788200   Y== 5213.663324
 X== 8458.530357   Y== 6668.146661
 X== 5443.827620   Y== 6606.677541
 X== 5077.862011   Y== 6273.007764
 X== 2183.899238   Y== 6676.722810
 X== 9311.398412   Y== 6490.343561
 X== 5797.917566   Y== 2101.655045
 X== 7150.450711   Y== 9678.999772
 X== 8675.689282   Y== 4321.465783
 X== 722.504147   Y== 5193.501755
 X== 5925.420139   Y== 4485.415637
 X== 3426.977053   Y== 2893.691004
 X== 3519.784521   Y== 6600.207452
 X== 5447.886943   Y== 173.721965
 X== 8260.660287   Y== 9448.362835
 X== 4556.342212   Y== 9699.448487
 X== 4662.026155   Y== 3014.872564
 X== 6367.595143   Y== 105.853770
 X== 9621.550105   Y== 1445.457149
 X== 6378.861538   Y== 1805.449339
 X== 8122.179959   Y== 5690.259945
 X== 8295.792899   Y== 3920.097521
 X== 7791.914990   Y== 5446.243610
 X== 3599.097288   Y== 6467.604272
 X== 9767.709393   Y== 4321.601439
 X== 1661.106023   Y== 5693.129527
 X== 8807.017076   Y== 5088.083081
 X== 8586.820531   Y== 2326.801593
 X== 1688.290528   Y== 4034.707474
 X== 2500.523563   Y== 9948.950815
 X== 3483.070304   Y== 7056.865775
 X== 9648.399297   Y== 8145.096459
 X== 71.738334   Y== 6015.994435
 X== 8250.950234   Y== 9693.288440
 X== 7461.451589   Y== 4629.811768
 X== 1498.737774   Y== 5583.631543
 X== 320.071709   Y== 9794.530673
 X== 9503.729068   Y== 8111.986703
 X== 5240.774278   Y== 3102.826352
 X== 4579.590971   Y== 5008.483666
 X== 7424.427791   Y== 6240.696994
 X== 701.613194   Y== 6231.444863
 X== 1328.780070   Y== 9288.433725
 X== 8558.246460   Y== 3017.070598
 X== 3323.141194   Y== 1058.770018
 X== 2966.021408   Y== 6806.211498
 X== 8115.635793   Y== 2614.420700
 X== 4951.307958   Y== 8187.374127
 X== 8630.415140   Y== 3202.258187
 X== 7880.662562   Y== 6091.866724
 X== 7832.069955   Y== 9379.400336
 X== 1675.498263   Y== 8152.141663
 X== 9173.931004   Y== 1179.227327
 X== 6264.128362   Y== 4414.705282
 X== 4282.053683   Y== 843.719328
 X== 9423.188949   Y== 1706.481470
 X== 7084.416327   Y== 124.802138
 X== 7937.926337   Y== 8413.196396
 X== 9413.235867   Y== 6496.172793
 X== 1430.266994   Y== 2736.377056
 X== 7554.942811   Y== 4396.288402
 X== 9542.588559   Y== 5670.578599
 X== 7010.709106   Y== 4493.896512
 X== 3857.952721   Y== 5641.124242
 X== 7696.154699   Y== 1738.615279
 X== 1732.990961   Y== 5528.224649
 X== 1118.015610   Y== 3408.489224
 X== 3680.366307   Y== 291.946610
 X== 4587.716555   Y== 9944.494674
 X== 4706.651892   Y== 8869.770239
 X== 788.213998   Y== 4129.840841
 X== 576.251704   Y== 7872.630324
 X== 4254.642978   Y== 8514.178041
 X== 6285.826720   Y== 3667.878841
 X== 5010.350829   Y== 7716.093714
 X== 6404.255902   Y== 2565.293635
 X== 2112.382111   Y== 5946.844456
 X== 8235.872233   Y== 9123.091218
 X== 440.740963   Y== 2093.824950
 X== 4764.215455   Y== 8136.895661
 X== 3832.440229   Y== 6497.206416
 X== 3665.120305   Y== 4950.455839
 X== 9905.695645   Y== 7345.486613
 X== 5242.402454   Y== 4493.412196
 X== 7289.981282   Y== 9949.054345
 X== 3363.182430   Y== 8078.195284
 X== 4078.895181   Y== 3939.434133
 X== 5950.825604   Y== 8333.538165
 X== 2453.612174   Y== 2236.652319
 X== 2001.417001   Y== 7463.963003
 X== 9952.746034   Y== 8405.672902
 X== 29.256637   Y== 2065.128145
 X== 4352.517354   Y== 8265.128871
 X== 1188.219358   Y== 4793.258316
 X== 358.953821   Y== 5952.434817
 X== 2930.153973   Y== 4191.394050
 X== 2449.641229   Y== 6595.274278
 X== 9141.849894   Y== 2355.336869
 X== 3940.760891   Y== 4384.252343
 X== 6848.749065   Y== 1230.742168
 X== 4333.306683   Y== 211.931490
 X== 9308.937452   Y== 8412.201869
 X== 4151.365629   Y== 5259.763056
 X== 6745.740029   Y== 6604.977803
 X== 7496.415375   Y== 8747.157030
 X== 4068.940801   Y== 7449.161409
 X== 7152.829933   Y== 4098.197438
 X== 9514.289554   Y== 1505.347281
 X== 2363.326308   Y== 702.508907
 X== 6298.605602   Y== 2722.280129
 X== 6654.943724   Y== 9228.759575
 X== 6913.674179   Y== 9104.584958
 X== 5824.033854   Y== 6055.524068
 X== 1459.921823   Y== 9764.794744
 X== 439.776406   Y== 8308.670893
 X== 995.536908   Y== 4773.083094
 X== 8520.602383   Y== 304.474360
 X== 3185.284959   Y== 2671.968007
 X== 5564.237417   Y== 9931.024988
 X== 9276.945809   Y== 3060.652787
 X== 8678.182014   Y== 3345.886610
 X== 509.814192   Y== 5831.011942
 X== 7444.084048   Y== 24.103741
 X== 7336.359228   Y== 9807.410356
 X== 726.612653   Y== 3634.964825
 X== 2529.690481   Y== 7381.556377
 X== 2863.724396   Y== 9443.364665
 X== 6486.141331   Y== 8687.758250
 X== 5498.888728   Y== 7946.063158
 X== 8452.552989   Y== 5938.665139
 X== 6254.734046   Y== 9448.089902
 X== 711.748228   Y== 4775.336424
 X== 9752.564262   Y== 3897.033187
 X== 7447.304436   Y== 5316.801674
 X== 3828.058170   Y== 6724.250241
 X== 8377.454462   Y== 2506.240179
 X== 70.136846   Y== 8887.268658
 X== 8337.252125   Y== 7514.220899
 X== 8911.372399   Y== 5673.611348
 X== 7321.631251   Y== 9637.985052
 X== 9308.576174   Y== 9851.321736
 X== 7019.541430   Y== 2172.300565
 X== 9294.686396   Y== 3505.682756
 X== 860.058815   Y== 4793.575120
 X== 1451.745909   Y== 9312.611804
 X== 732.240253   Y== 7706.479955
 X== 8760.701701   Y== 1443.988481
 X== 2481.816380   Y== 8513.265959
 X== 5341.021668   Y== 9929.120815
 X== 3830.067629   Y== 9169.079838
 X== 6653.371051   Y== 2207.522091
 X== 1675.320017   Y== 6723.507902
 X== 1094.790744   Y== 12.572138
 X== 4237.728796   Y== 6.163139
 X== 5686.183486   Y== 1559.360042
 X== 9644.148196   Y== 4994.759655
 X== 1410.681774   Y== 6663.689621
 X== 7167.060220   Y== 705.368165
 X== 169.372372   Y== 8027.119035
 X== 5498.943290   Y== 1621.118286
 X== 7339.730839   Y== 6231.183543
 X== 9327.598242   Y== 6100.432536
 X== 7675.172029   Y== 1809.414617
 X== 4613.698495   Y== 3016.193692
 X== 1738.535427   Y== 8443.766124
 X== 2185.273530   Y== 8391.906483
 X== 651.288210   Y== 3860.593547
 X== 5115.414381   Y== 1746.078954
 X== 3873.165685   Y== 9353.143177
 X== 1752.242098   Y== 9559.349171
 X== 912.503214   Y== 1396.390289
 X== 4554.108821   Y== 2323.184992
 X== 8060.079910   Y== 1721.169037
 X== 3028.553158   Y== 8229.452282
 X== 9748.288076   Y== 8527.496447
 X== 9850.570569   Y== 7088.018911
 X== 4758.679990   Y== 9178.168811
 X== 3188.451442   Y== 2433.852014
 X== 987.583423   Y== 7802.149936
 X== 5450.045706   Y== 2726.118855
 X== 6245.916060   Y== 7635.319236
 X== 1118.025333   Y== 6897.204270
 X== 1495.912779   Y== 6233.439714
 X== 8643.283229   Y== 5369.078464
 X== 5586.582886   Y== 395.525322
 X== 4928.427630   Y== 6499.086100
 X== 1791.915610   Y== 9482.536451
 X== 8822.271092   Y== 9851.995520
 X== 1203.705487   Y== 1850.824250
 X== 8081.447798   Y== 951.993559
 X== 378.320692   Y== 7932.018367
 X== 8040.012470   Y== 5137.000682
 X== 7110.187172   Y== 1228.463906
 X== 7570.852697   Y== 8097.770595
 X== 9030.613848   Y== 3020.898403
 X== 823.889445   Y== 5276.529903
 X== 656.217635   Y== 1941.914778
 X== 2173.734169   Y== 2152.130419
 X== 8175.354492   Y== 817.017393
 X== 7521.208882   Y== 3761.937373
 X== 1212.542714   Y== 2449.636512
 X== 261.023473   Y== 3004.458325
 X== 1932.172958   Y== 9083.294565
 X== 2856.453840   Y== 3135.878445
 X== 934.118811   Y== 937.901638
 X== 4087.872004   Y== 1312.439507
 X== 8869.920005   Y== 2127.884469
 X== 6449.440190   Y== 5980.107172
 X== 3356.348380   Y== 4020.292887
 X== 4077.877763   Y== 2386.962223
 X== 7041.191290   Y== 4901.767212
 X== 7663.492126   Y== 7697.408925
 X== 6843.681991   Y== 9837.226295
 X== 9849.539343   Y== 5019.036483
 X== 654.243687   Y== 7370.748225
 X== 8780.973856   Y== 1866.786402
 X== 9820.384737   Y== 9041.997329
 X== 4871.244731   Y== 1752.557690
 X== 8125.291894   Y== 7727.698571
 X== 4888.436140   Y== 9059.410705
 X== 8665.600209   Y== 8976.308144
 X== 371.850208   Y== 7535.520209
 X== 1104.192613   Y== 6821.290402
 X== 3515.627377   Y== 4460.540993
 X== 841.583284   Y== 7593.505144
 X== 6847.503216   Y== 7882.774574
 X== 2495.272352   Y== 4510.995338
 X== 5580.183494   Y== 9338.954342
 X== 4348.221628   Y== 5429.722837
 X== 4357.990820   Y== 5002.465316
 X== 2800.471058   Y== 3138.964676
 X== 6869.251722   Y== 2620.855790
 X== 2180.962000   Y== 1740.496448
 X== 4373.413480   Y== 306.253890
 X== 9468.195019   Y== 9261.849620
 X== 9365.664599   Y== 8133.795228
 X== 8238.157764   Y== 9737.514807
 X== 5669.315432   Y== 9342.350377
 X== 6558.805204   Y== 9184.942813
 X== 3802.891366   Y== 7400.388488
 X== 6778.447952   Y== 650.394578
 X== 5283.163057   Y== 9273.720304
 X== 5161.389916   Y== 863.346551
 X== 8612.674642   Y== 9509.611544
 X== 6293.069388   Y== 2970.665462
 X== 4512.076860   Y== 9093.540445
 X== 6109.630138   Y== 1381.328577
 X== 1714.396231   Y== 8290.592138
 X== 3121.825025   Y== 6087.809711
 X== 8596.846032   Y== 2590.020039
 X== 5349.659331   Y== 7962.510627
 X== 723.815263   Y== 3587.817090
 X== 7700.025429   Y== 6393.130699
 X== 2930.167463   Y== 4258.830633
 X== 5578.073508   Y== 6733.058829
 X== 1659.219117   Y== 2356.521456
 X== 7383.453407   Y== 6942.382179
 X== 1630.241755   Y== 2544.843318
 X== 7805.728730   Y== 242.916392
 X== 2054.454858   Y== 4098.798113
 X== 3213.581854   Y== 6566.531717
 X== 3192.338554   Y== 9323.211992
 X== 7947.860294   Y== 4906.734785
 X== 7613.804130   Y== 1069.685314
 X== 994.544491   Y== 6210.650157
 X== 3659.705358   Y== 6344.203822
 X== 4173.160779   Y== 4383.520621
 X== 9932.020912   Y== 1873.186204
 X== 776.651316   Y== 2862.188370
 X== 6132.016837   Y== 6354.724824
 X== 9595.247200   Y== 7791.235958
 X== 8711.246279   Y== 6978.700602
 X== 4733.618132   Y== 341.488030
 X== 9523.543920   Y== 2539.346857
 X== 584.404427   Y== 1577.998778
 X== 6638.144970   Y== 3797.986281
 X== 8144.530495   Y== 9830.483524
 X== 3121.198273   Y== 6092.390789
 X== 4737.218304   Y== 735.002398
 X== 7162.076103   Y== 5731.762795
 X== 6945.652555   Y== 821.781457
 X== 2075.966616   Y== 1118.813330
 X== 5205.302083   Y== 2007.987523
 X== 2991.999533   Y== 5981.953398
 X== 4870.175898   Y== 9124.016375
 X== 2336.678222   Y== 4465.423093
 X== 6915.252328   Y== 1047.924497
 X== 1444.123695   Y== 1648.870456
 X== 1389.412531   Y== 967.667611
 X== 4188.217313   Y== 1973.816958
 X== 2545.666388   Y== 826.362279
 X== 5771.803239   Y== 690.196883
 X== 656.845798   Y== 8893.001512
 X== 6782.587672   Y== 5394.064102
 X== 9628.003910   Y== 3944.663770
 X== 1125.826892   Y== 6573.656461
 X== 4766.445232   Y== 3201.793508
 X== 7692.469790   Y== 9971.747315
 X== 5209.781036   Y== 684.469324
 X== 5953.700708   Y== 79.956930
 X== 9808.485699   Y== 8290.378930
 X== 4545.380024   Y== 6723.738022
 X== 9338.303432   Y== 5989.503719
 X== 8372.608478   Y== 727.715958
 X== 6957.171334   Y== 2560.825787
 X== 2701.532916   Y== 9502.837723
 X== 3387.188066   Y== 8473.336156
 X== 193.034601   Y== 4044.033864
 X== 7366.337668   Y== 6975.622274
 X== 9438.097966   Y== 6994.341573
 X== 920.286044   Y== 563.924853
 X== 3567.998034   Y== 5686.731276
 X== 3765.718366   Y== 1260.467820
 X== 5658.478586   Y== 8975.499402
 X== 1944.937143   Y== 1612.179289
 X== 9055.456332   Y== 1753.422838
 X== 9902.558224   Y== 3600.836351
 X== 8477.160860   Y== 9240.861651
 X== 9590.340075   Y== 6849.769334
 X== 9968.577609   Y== 6547.511405
 X== 9410.595121   Y== 2670.110521
 X== 6050.349123   Y== 2797.783181
 X== 1143.446672   Y== 6243.383729
 X== 6841.817045   Y== 8509.784340
 X== 3219.005998   Y== 6279.915006
 X== 5504.125913   Y== 4139.292042
 X== 6843.839864   Y== 9072.123947
 X== 9826.023318   Y== 609.558225
 X== 332.591762   Y== 5484.501899
 X== 9585.057627   Y== 2277.528910
 X== 7096.681193   Y== 8640.513955
 X== 4030.951748   Y== 6999.239413
 X== 2241.350302   Y== 2508.112608
 X== 6240.101059   Y== 1831.690372
 X== 9357.881942   Y== 6208.678664
 X== 8379.201777   Y== 8768.477062
 X== 8878.789185   Y== 4429.550899
 X== 1566.260239   Y== 22.235853
 X== 672.934624   Y== 8408.077289
 X== 8532.020197   Y== 3891.940622
 X== 4687.992290   Y== 4036.146106
 X== 8031.232668   Y== 1531.832149
 X== 3108.270049   Y== 7857.255981
 X== 2141.390374   Y== 3440.861811
 X== 3341.757880   Y== 1726.447997
 X== 5718.390721   Y== 438.439069
 X== 366.961947   Y== 9749.342473
 X== 7437.678481   Y== 2608.312253
 X== 2257.455076   Y== 3677.779536
 X== 4440.002625   Y== 1615.337013
 X== 9886.458199   Y== 2819.204402
 X== 383.814071   Y== 8765.247380
 X== 7248.755301   Y== 1950.074314
 X== 8787.483232   Y== 7921.689925
 X== 358.151598   Y== 7319.503425
 X== 1813.630542   Y== 5046.143888
 X== 1355.649527   Y== 9844.863210
 X== 6577.976042   Y== 4463.919576
 X== 7702.119191   Y== 8719.366416
 X== 7904.781391   Y== 1043.877067
 X== 445.814412   Y== 3623.172107
 X== 1482.316135   Y== 812.776359
 X== 3372.514575   Y== 8919.994616
 X== 3421.088612   Y== 5629.969652
 X== 2597.774147   Y== 7861.091242
 X== 7245.306669   Y== 2484.232342
 X== 680.295639   Y== 7629.120740
 X== 1249.479717   Y== 7929.050940
 X== 9579.195054   Y== 36.962945
 X== 5850.740860   Y== 9937.346652
 X== 7356.466375   Y== 7664.371402
 X== 4983.490540   Y== 8712.115902
 X== 7509.234612   Y== 1561.466577
 X== 3176.035477   Y== 5211.353798
 X== 280.832988   Y== 1080.816864
 X== 6255.230865   Y== 726.647401
 X== 4703.988971   Y== 7737.547000
 X== 1539.423764   Y== 8076.503551
 X== 6657.541612   Y== 4960.512377
 X== 3706.473198   Y== 9255.315759
 X== 2821.603614   Y== 951.779862
 X== 1739.548096   Y== 3501.899253
 X== 8580.900607   Y== 2989.027814
 X== 1430.950189   Y== 8160.095656
 X== 3025.990759   Y== 7281.691049
 X== 8097.442308   Y== 382.457129
 X== 4946.062451   Y== 3080.932844
 X== 9094.573035   Y== 2455.297058
 X== 4642.399421   Y== 2270.608508
 X== 7666.650856   Y== 4923.232410
 X== 3351.425372   Y== 3921.881716
 X== 5649.879815   Y== 8055.414342
 X== 1659.428711   Y== 7189.303579
 X== 6131.917888   Y== 8316.970322
 X== 2149.815952   Y== 9838.391091
 X== 7572.286077   Y== 4971.419570
 X== 790.170948   Y== 9311.834173
 X== 8473.318824   Y== 9371.071555
 X== 2300.861982   Y== 9904.269017
 X== 7531.167212   Y== 5326.852740
 X== 7185.960061   Y== 5628.609516
 X== 5709.309874   Y== 2132.022508
 X== 8709.542360   Y== 4803.882905
 X== 4587.319565   Y== 3351.941776
 X== 7074.491413   Y== 2253.970416
 X== 8275.174186   Y== 425.916780
 X== 6175.852132   Y== 3925.053996
 X== 8481.331122   Y== 7835.280843
 X== 1114.357571   Y== 4613.249011
 X== 6152.251161   Y== 3264.173527
 X== 4451.640097   Y== 3724.537233
 X== 8235.593097   Y== 5241.811045
 X== 3036.371401   Y== 6708.911917
 X== 4612.882600   Y== 5337.233383
 X== 6613.180929   Y== 2144.049808
 X== 664.086123   Y== 3799.140991
 X== 7772.659323   Y== 6373.395997
 X== 5931.163498   Y== 6482.201678
 X== 1177.278897   Y== 518.483063
 X== 9834.143454   Y== 8251.770310
 X== 2772.453480   Y== 8109.317635
 X== 8677.687090   Y== 8948.305617
 X== 2034.371631   Y== 7159.018208
 X== 6783.586455   Y== 3148.729202
 X== 1772.267214   Y== 2935.837616
 X== 6412.902729   Y== 6223.907311
 X== 6660.374848   Y== 4648.495822
 X== 1465.718356   Y== 9696.746254
 X== 1357.407738   Y== 6078.600956
 X== 5033.979632   Y== 7970.588667
 X== 8222.650764   Y== 5698.065756
 X== 1769.729653   Y== 5995.310082
 X== 2071.461748   Y== 7700.893156
 X== 2477.511755   Y== 3248.740646
 X== 8219.376220   Y== 2311.655205
 X== 1500.510951   Y== 991.829695
 X== 420.972835   Y== 178.198037
 X== 9940.135311   Y== 2455.344467
 X== 7337.216249   Y== 6723.721766
 X== 5604.073673   Y== 9109.483463
 X== 9659.559382   Y== 2016.976397
 X== 5333.390774   Y== 6319.934226
 X== 6665.472224   Y== 6799.109130
 X== 6016.680475   Y== 8022.879962
 X== 2877.710081   Y== 1050.660108
 X== 5993.468625   Y== 1100.360840
 X== 6748.725864   Y== 7763.198282
 X== 7095.670922   Y== 8820.187617
 X== 5464.091434   Y== 9573.182678
 X== 2068.928258   Y== 3683.467649
 X== 1884.837878   Y== 3569.439214
 X== 4675.297343   Y== 2305.810713
 X== 3747.637250   Y== 4615.432655
 X== 4761.155185   Y== 1084.853495
 X== 1339.154416   Y== 365.228853
 X== 194.336958   Y== 998.713794
 X== 2382.205251   Y== 5527.727732
 X== 7318.648019   Y== 9047.677475
 X== 2326.836857   Y== 3335.328495
 X== 7070.557432   Y== 5204.546938
 X== 4385.988603   Y== 3064.026056
 X== 6304.907778   Y== 1134.714461
 X== 827.224334   Y== 3400.578696
 X== 9954.902078   Y== 6291.315768
 X== 2973.761369   Y== 2023.830336
 X== 9974.783417   Y== 4858.599247
 X== 5593.269549   Y== 4650.080756
 X== 7164.409960   Y== 9340.906799
 X== 9265.513410   Y== 1925.565140
 X== 425.760295   Y== 604.667822
 X== 2290.793994   Y== 620.097253
 X== 1603.381616   Y== 4672.999249
 X== 6147.824985   Y== 8922.029640
 X== 3720.676719   Y== 8474.661842
 X== 2257.358130   Y== 791.234151
 X== 3679.208776   Y== 6643.346733
 X== 3855.260207   Y== 9984.116554
 X== 7778.061194   Y== 4682.484541
 X== 3384.695246   Y== 7732.963272
 X== 973.800305   Y== 6358.456615
 X== 9756.793608   Y== 948.583717
 X== 1217.055857   Y== 5350.063152
 X== 5598.664473   Y== 8381.465817
 X== 4690.969947   Y== 4864.177883
 X== 307.030957   Y== 5116.730242
 X== 5468.845705   Y== 2597.824951
 X== 5736.827494   Y== 7072.227326
 X== 7270.824200   Y== 1884.652475
 X== 5994.256961   Y== 991.500919
 X== 359.314312   Y== 8251.615091
 X== 1782.735070   Y== 4038.523088
 X== 4894.961819   Y== 5637.995277
 X== 4022.639638   Y== 2673.023009
 X== 320.479814   Y== 7407.334883
 X== 405.986277   Y== 1294.280119
 X== 3765.791493   Y== 162.779880
 X== 2242.863836   Y== 4982.847350
 X== 5512.843032   Y== 7841.528309
 X== 3364.313167   Y== 203.812979
 X== 2705.706187   Y== 3671.344125
 X== 5320.543221   Y== 8174.551897
 X== 6269.169076   Y== 1057.370715
 X== 5246.779218   Y== 3539.993276
 X== 2942.023190   Y== 1241.036174
 X== 4531.494195   Y== 3301.337507
 X== 9492.651266   Y== 6314.229265
 X== 7339.860595   Y== 4387.613081
 X== 1952.224538   Y== 1362.500233
 X== 7060.636090   Y== 2272.704352
 X== 8769.835117   Y== 7466.622371
 X== 3566.984471   Y== 2535.626610
 X== 7629.402251   Y== 5809.848307
 X== 7518.473960   Y== 3142.245283
 X== 3651.376610   Y== 882.787123
 X== 3346.058262   Y== 6357.082802
